ProductID,CustomerID,ProductType,Amount,TenureMonths,EMI,StartDate,EndDate,Status
P00844,C00844,Car Insurance,100000,120,9985.37,2022-03-14,2025-10-28,Defaulted
P00845,C00845,Health Insurance,500000,120,3181.42,2021-06-17,2025-09-26,Defaulted
P00846,C00846,Health Insurance,500000,24,3297.71,2024-01-15,2029-07-10,Defaulted
P00847,C00847,Home Loan,500000,12,4743.09,2023-04-26,2026-11-16,Active
P00850,C00850,Health Insurance,500000,12,9467.62,2020-09-29,2026-08-17,Defaulted
P00855,C00855,Health Insurance,500000,120,2293.33,2021-10-24,2026-11-29,Closed
P00858,C00858,Home Loan,250000,12,6938.31,2022-05-09,2030-05-17,Active
P00860,C00860,Car Insurance,100000,60,2523.48,2021-01-29,2027-11-24,Defaulted
P00861,C00861,Car Insurance,100000,12,5986.25,2020-10-24,2030-06-01,Defaulted
P00862,C00862,Personal Loan,250000,24,6348.38,2020-09-01,2028-11-11,Defaulted
P00863,C00863,Health Insurance,50000,12,2175.69,2021-01-05,2028-05-28,Closed
P00869,C00869,Home Loan,500000,120,5380.98,2021-06-04,2029-07-30,Defaulted
P00872,C00872,Personal Loan,50000,24,9937.11,2021-10-22,2030-06-30,Closed
P00876,C00876,Car Insurance,100000,24,6240.62,2020-08-05,2028-04-26,Defaulted
P00883,C00883,Health Insurance,500000,12,6847.91,2023-05-16,2030-05-29,Active
P00885,C00885,Health Insurance,500000,120,1077.66,2022-09-25,2029-10-25,Closed
P00886,C00886,Home Loan,100000,60,9808.63,2021-03-24,2026-07-21,Defaulted
P00889,C00889,Personal Loan,100000,12,3552.89,2022-02-16,2027-06-24,Closed
P00890,C00890,Personal Loan,250000,24,1147.36,2021-12-28,2029-05-05,Closed
P00891,C00891,Home Loan,100000,60,6225.71,2021-03-16,2028-05-17,Closed
P00892,C00892,Home Loan,100000,24,9563.57,2023-01-16,2026-07-02,Closed
P00897,C00897,Car Insurance,250000,60,3096.7,2023-03-30,2028-05-17,Defaulted
P00899,C00899,Personal Loan,50000,120,5447.34,2023-10-23,2029-08-05,Active
P00900,C00900,Health Insurance,250000,120,9041.09,2022-04-16,2029-04-13,Active
P00901,C00901,Personal Loan,250000,60,8167.72,2022-01-29,2028-12-29,Active
P00902,C00902,Health Insurance,500000,120,4369.04,2023-11-03,2029-09-17,Defaulted
P00903,C00903,Home Loan,500000,24,3454.06,2021-07-14,2027-02-18,Defaulted
P00904,C00904,Home Loan,500000,120,3383.58,2023-11-03,2026-10-20,Active
P00906,C00906,Personal Loan,500000,60,4926.84,2020-12-24,2030-06-19,Active
P00907,C00907,Personal Loan,250000,60,6987.13,2021-06-17,2026-12-09,Defaulted
P00908,C00908,Personal Loan,50000,12,7929.45,2024-04-03,2028-07-26,Defaulted
P00909,C00909,Home Loan,250000,12,7610.45,2023-02-14,2026-11-29,Closed
P00911,C00911,Personal Loan,500000,60,5228.7,2024-04-11,2025-08-28,Defaulted
P00913,C00913,Car Insurance,100000,60,8479.55,2023-09-23,2029-01-17,Defaulted
P00917,C00917,Personal Loan,50000,12,1755.21,2022-12-13,2030-07-19,Defaulted
P00919,C00919,Car Insurance,100000,120,7946.59,2023-10-19,2027-11-28,Active
P00920,C00920,Personal Loan,500000,24,1331.61,2023-08-13,2027-09-25,Closed
P00921,C00921,Car Insurance,50000,120,7736.39,2023-12-29,2029-10-17,Defaulted
P00924,C00924,Car Insurance,100000,24,3077.89,2024-03-12,2029-04-16,Closed
P00925,C00925,Home Loan,500000,60,9098.25,2022-04-08,2030-05-13,Defaulted
P00926,C00926,Personal Loan,50000,60,5939.83,2022-01-29,2025-07-29,Active
P00927,C00927,Health Insurance,500000,12,7507.24,2023-11-16,2029-03-29,Closed
P00928,C00928,Health Insurance,250000,120,2510.77,2023-09-19,2029-12-24,Closed
P00929,C00929,Health Insurance,50000,24,9524.29,2023-01-13,2028-06-23,Closed
P00931,C00931,Car Insurance,50000,12,4326.44,2023-03-05,2028-06-04,Active
P00933,C00933,Health Insurance,250000,120,7814.61,2024-02-03,2027-01-09,Defaulted
P00935,C00935,Personal Loan,250000,24,8285.24,2023-11-02,2029-02-14,Defaulted
P00936,C00936,Car Insurance,50000,60,2672.08,2024-02-01,2027-09-29,Active
P00938,C00938,Car Insurance,250000,60,8771.35,2022-05-06,2030-06-13,Defaulted
P00940,C00940,Home Loan,100000,60,1859.5,2021-03-18,2028-05-02,Active
P00941,C00941,Personal Loan,250000,24,9931.47,2021-10-10,2027-10-28,Closed
P00942,C00942,Personal Loan,500000,60,7221.36,2024-03-02,2026-11-23,Defaulted
P00944,C00944,Health Insurance,100000,12,6603.81,2024-05-02,2027-07-16,Active
P00946,C00946,Health Insurance,250000,24,9562.59,2023-03-22,2028-04-07,Defaulted
P00947,C00947,Car Insurance,50000,60,8066.84,2022-10-24,2026-11-08,Active
P00950,C00950,Car Insurance,100000,12,9484.97,2023-10-24,2028-05-17,Active
P00956,C00956,Home Loan,500000,24,7603.77,2023-03-21,2026-04-25,Closed
P00958,C00958,Personal Loan,500000,60,6571.45,2021-06-19,2026-07-23,Defaulted
P00961,C00961,Health Insurance,50000,120,4980.27,2024-03-10,2026-01-13,Active
P00964,C00964,Car Insurance,250000,24,8025.26,2023-01-05,2028-07-14,Closed
P00965,C00965,Home Loan,500000,60,3379.69,2023-04-20,2029-08-21,Active
P00967,C00967,Personal Loan,500000,12,5742.36,2022-04-25,2026-11-20,Closed
P00968,C00968,Home Loan,250000,12,6731.89,2023-01-13,2026-06-20,Defaulted
P00969,C00969,Home Loan,500000,120,2750.79,2020-08-03,2026-07-15,Closed
P00973,C00973,Personal Loan,50000,12,7706.63,2023-02-25,2027-07-13,Active
P00974,C00974,Car Insurance,50000,120,8866.83,2021-01-20,2026-04-29,Closed
P00975,C00975,Health Insurance,100000,12,9346.91,2022-10-21,2028-06-07,Defaulted
P00976,C00976,Car Insurance,250000,120,2724.7,2021-01-01,2028-10-12,Defaulted
P00978,C00978,Personal Loan,500000,12,9393.13,2021-01-19,2029-01-07,Defaulted
P00981,C00981,Health Insurance,250000,24,9802.8,2022-01-06,2026-11-24,Active
P00982,C00982,Car Insurance,250000,24,9972.66,2023-04-04,2026-03-14,Active
P00983,C00983,Home Loan,250000,60,1003.96,2024-04-13,2027-03-29,Closed
P00990,C00990,Personal Loan,500000,120,8743.35,2021-11-28,2025-10-26,Defaulted
P00991,C00991,Health Insurance,50000,24,6494.38,2021-09-06,2030-06-21,Defaulted
P00992,C00992,Health Insurance,50000,24,8087.21,2022-06-28,2025-12-22,Active
P00993,C00993,Home Loan,500000,60,5285.79,2021-09-25,2027-09-07,Defaulted
P00998,C00998,Car Insurance,500000,120,4242.78,2022-07-23,2027-08-31,Closed
P01000,C01000,Health Insurance,50000,12,8217.63,2022-12-06,2029-05-19,Closed
P01002,C01002,Home Loan,50000,12,8184.78,2024-01-16,2029-07-23,Active
P01005,C01005,Personal Loan,500000,12,1063.21,2022-10-23,2029-08-10,Active
P01007,C01007,Personal Loan,250000,60,2020.07,2023-10-28,2029-03-14,Defaulted
P01012,C01012,Personal Loan,100000,12,1518.89,2023-11-07,2029-11-29,Active
P01015,C01015,Health Insurance,250000,120,3014.47,2021-12-27,2029-07-03,Active
P01016,C01016,Car Insurance,250000,60,4306.81,2024-07-01,2027-01-05,Active
P01019,C01019,Car Insurance,100000,24,4793.06,2022-10-25,2026-09-06,Closed
P01020,C01020,Health Insurance,50000,120,6710.92,2023-12-27,2026-09-12,Defaulted
P01026,C01026,Health Insurance,250000,60,4980.86,2023-12-16,2027-11-09,Defaulted
P01028,C01028,Health Insurance,250000,24,4182.12,2020-10-08,2028-12-16,Active
P01029,C01029,Home Loan,250000,12,3842.5,2023-04-09,2028-01-20,Active
P01031,C01031,Personal Loan,250000,120,9699.52,2023-03-21,2029-01-20,Defaulted
P01032,C01032,Personal Loan,500000,60,3381.91,2021-03-28,2026-10-31,Active
P01033,C01033,Personal Loan,50000,12,5134.49,2024-02-24,2027-05-13,Closed
P01034,C01034,Personal Loan,50000,60,1575.31,2021-12-19,2025-10-30,Active
P01035,C01035,Health Insurance,250000,24,7983.13,2024-04-02,2026-11-24,Closed
P01040,C01040,Home Loan,250000,12,3012.41,2022-11-11,2026-07-25,Defaulted
P01042,C01042,Personal Loan,50000,120,5279.16,2022-02-18,2025-11-25,Active
P01045,C01045,Car Insurance,250000,120,7608.59,2022-04-12,2030-06-10,Closed
P01048,C01048,Home Loan,500000,120,5461.76,2023-12-17,2027-02-06,Closed
P01050,C01050,Car Insurance,500000,120,5683.03,2022-01-03,2028-07-22,Active
P01061,C01061,Health Insurance,500000,12,8080.93,2022-05-16,2026-09-24,Closed
P01064,C01064,Car Insurance,100000,120,1989.51,2024-03-31,2027-12-24,Defaulted
P01065,C01065,Car Insurance,50000,12,2179.01,2023-11-01,2029-01-10,Closed
P01067,C01067,Home Loan,50000,24,4675.73,2024-04-17,2026-01-11,Closed
P01069,C01069,Home Loan,100000,24,7567.03,2023-11-28,2028-01-04,Defaulted
P01070,C01070,Car Insurance,100000,120,5131.6,2021-02-07,2029-12-02,Defaulted
P01071,C01071,Car Insurance,50000,24,4807.09,2023-06-21,2026-06-25,Active
P01076,C01076,Car Insurance,50000,12,4932.78,2022-07-27,2027-07-16,Active
P01078,C01078,Health Insurance,100000,120,1489.84,2024-03-03,2029-02-15,Closed
P01079,C01079,Car Insurance,500000,12,4147.31,2022-01-01,2029-07-20,Defaulted
P01081,C01081,Home Loan,500000,60,7459.0,2024-06-23,2029-01-21,Defaulted
P01082,C01082,Health Insurance,50000,24,1975.64,2021-11-24,2028-02-12,Defaulted
P01086,C01086,Car Insurance,100000,12,3049.91,2022-10-02,2030-06-20,Closed
P01091,C01091,Home Loan,50000,60,9858.37,2022-04-12,2027-07-14,Defaulted
P01092,C01092,Health Insurance,50000,12,1705.8,2020-08-11,2026-08-16,Defaulted
P01093,C01093,Health Insurance,50000,12,3803.53,2021-02-21,2029-11-13,Active
P01094,C01094,Car Insurance,500000,12,5412.93,2024-06-28,2026-11-14,Active
P01095,C01095,Home Loan,500000,120,1647.51,2021-05-26,2029-11-14,Closed
P01097,C01097,Car Insurance,50000,60,7918.99,2024-01-21,2026-09-04,Active
P01098,C01098,Car Insurance,250000,24,1951.93,2024-02-02,2029-02-11,Closed
P01100,C01100,Health Insurance,250000,24,2362.26,2021-11-11,2026-09-12,Active
P01101,C01101,Home Loan,50000,60,6704.68,2022-04-09,2028-10-13,Active
P01104,C01104,Home Loan,100000,60,3236.4,2024-02-24,2025-09-21,Active
P01107,C01107,Home Loan,500000,60,6138.47,2023-03-09,2026-04-11,Closed
P01108,C01108,Home Loan,100000,120,6927.05,2022-08-01,2027-03-29,Defaulted
P01110,C01110,Car Insurance,50000,120,1358.87,2021-03-02,2027-06-14,Closed
P01111,C01111,Home Loan,250000,24,2345.39,2023-10-08,2026-02-12,Closed
P01113,C01113,Personal Loan,500000,24,1470.19,2021-09-18,2026-01-31,Active
P01119,C01119,Health Insurance,500000,24,8939.0,2021-12-07,2026-10-22,Closed
P01124,C01124,Personal Loan,500000,60,2221.75,2021-02-24,2029-03-17,Active
P01126,C01126,Car Insurance,500000,60,4342.9,2024-05-26,2026-12-21,Active
P01129,C01129,Personal Loan,100000,12,9257.23,2021-09-12,2027-02-20,Defaulted
P01130,C01130,Health Insurance,250000,60,6669.62,2021-06-29,2025-08-13,Defaulted
P01132,C01132,Home Loan,500000,120,4141.36,2023-11-18,2026-11-12,Defaulted
P01133,C01133,Home Loan,500000,24,4470.13,2021-12-30,2026-08-26,Closed
P01135,C01135,Personal Loan,500000,12,2103.51,2020-08-13,2028-05-23,Defaulted
P01136,C01136,Personal Loan,500000,12,8540.68,2023-08-13,2027-04-25,Defaulted
P01140,C01140,Health Insurance,250000,120,1515.1,2021-12-04,2026-10-31,Defaulted
P01142,C01142,Home Loan,50000,12,1105.98,2022-06-10,2027-01-07,Closed
P01145,C01145,Home Loan,250000,12,4222.4,2020-08-02,2029-10-15,Active
P01147,C01147,Health Insurance,50000,120,2857.16,2022-12-26,2028-01-11,Defaulted
P01150,C01150,Health Insurance,50000,60,7977.19,2021-05-21,2026-12-31,Defaulted
P01151,C01151,Health Insurance,250000,24,3422.21,2023-06-24,2026-05-21,Closed
P01152,C01152,Car Insurance,100000,60,7394.06,2020-08-26,2028-03-02,Active
P01153,C01153,Health Insurance,100000,12,5986.18,2024-05-31,2027-10-17,Defaulted
P01154,C01154,Home Loan,100000,24,9599.13,2023-09-06,2029-10-15,Defaulted
P01155,C01155,Car Insurance,500000,120,7841.88,2024-04-05,2026-08-31,Active
P01157,C01157,Personal Loan,50000,120,6652.35,2024-02-05,2030-04-03,Active
P01160,C01160,Personal Loan,500000,60,4721.63,2024-03-10,2028-06-27,Active
P01161,C01161,Health Insurance,50000,60,8881.99,2021-07-17,2030-05-21,Defaulted
P01164,C01164,Health Insurance,500000,24,4193.69,2023-11-02,2026-10-22,Closed
P01165,C01165,Home Loan,500000,12,9544.02,2023-10-25,2030-02-01,Active
P01166,C01166,Health Insurance,50000,60,8575.07,2021-07-01,2026-02-05,Defaulted
P01168,C01168,Car Insurance,250000,60,9831.04,2024-07-22,2026-01-05,Defaulted
P01171,C01171,Home Loan,50000,12,9191.16,2024-04-16,2028-08-10,Closed
P01172,C01172,Home Loan,50000,24,9531.7,2023-03-20,2029-05-24,Closed
P01173,C01173,Car Insurance,250000,24,7493.98,2022-06-09,2029-07-17,Closed
P01178,C01178,Home Loan,50000,24,8836.49,2021-01-17,2029-10-05,Closed
P01180,C01180,Health Insurance,100000,120,4159.4,2021-05-12,2030-07-09,Defaulted
P01186,C01186,Personal Loan,500000,60,2769.5,2020-10-23,2028-10-12,Closed
P01189,C01189,Car Insurance,500000,120,6772.22,2021-03-30,2030-06-23,Active
P01191,C01191,Health Insurance,250000,12,5037.23,2021-01-17,2027-11-07,Closed
P01192,C01192,Home Loan,50000,12,4774.3,2024-07-07,2027-02-01,Active
P01197,C01197,Health Insurance,50000,60,2770.25,2022-08-03,2029-02-01,Closed
P01199,C01199,Personal Loan,50000,120,1970.6,2021-11-30,2028-09-21,Defaulted
P01200,C01200,Health Insurance,100000,24,3560.84,2023-02-12,2029-12-14,Active
P01201,C01201,Personal Loan,50000,24,8471.38,2023-09-30,2029-12-02,Active
P01204,C01204,Health Insurance,100000,24,5899.27,2023-11-06,2029-09-09,Closed
P01209,C01209,Car Insurance,50000,24,2533.73,2021-06-13,2029-03-28,Closed
P01213,C01213,Health Insurance,100000,24,8687.36,2021-10-04,2027-01-14,Defaulted
P01216,C01216,Home Loan,250000,24,7732.57,2022-02-16,2026-03-21,Closed
P01217,C01217,Health Insurance,50000,60,4322.69,2023-01-14,2026-01-26,Defaulted
P01220,C01220,Car Insurance,50000,12,9104.09,2024-01-27,2026-06-05,Active
P01221,C01221,Home Loan,100000,120,1184.26,2021-11-03,2026-01-06,Closed
P01222,C01222,Health Insurance,250000,60,7916.87,2023-07-31,2026-01-29,Defaulted
P01223,C01223,Health Insurance,500000,60,4231.71,2020-09-09,2030-07-21,Closed
P01226,C01226,Home Loan,250000,120,8502.2,2021-10-09,2026-03-11,Closed
P01227,C01227,Personal Loan,250000,120,4286.06,2022-05-25,2027-02-24,Closed
P01228,C01228,Car Insurance,50000,24,8879.4,2023-03-09,2025-10-18,Active
P01231,C01231,Home Loan,250000,24,4341.41,2022-10-07,2026-12-31,Closed
P01233,C01233,Health Insurance,250000,12,5728.67,2023-06-18,2027-04-30,Active
P01236,C01236,Car Insurance,100000,24,6565.68,2023-04-04,2030-04-14,Closed
P01239,C01239,Health Insurance,50000,24,1383.51,2023-05-19,2028-03-06,Defaulted
P01240,C01240,Home Loan,500000,24,8644.03,2023-10-07,2026-09-21,Defaulted
P01241,C01241,Health Insurance,50000,12,7668.2,2023-07-02,2028-08-26,Closed
P01242,C01242,Health Insurance,50000,120,1374.13,2022-05-17,2030-03-10,Closed
P01243,C01243,Car Insurance,50000,60,4626.33,2020-11-23,2028-07-14,Closed
P01244,C01244,Health Insurance,500000,24,4112.8,2024-03-15,2027-04-12,Defaulted
P01246,C01246,Health Insurance,500000,120,7854.08,2021-12-06,2026-08-24,Active
P01247,C01247,Health Insurance,100000,12,6431.34,2021-05-28,2026-02-20,Active
P01248,C01248,Health Insurance,100000,120,1581.6,2023-02-24,2027-04-04,Defaulted
P01249,C01249,Home Loan,250000,120,3855.44,2024-03-24,2026-01-18,Active
P01250,C01250,Car Insurance,500000,60,2210.88,2022-11-30,2030-07-06,Closed
P01251,C01251,Home Loan,50000,120,8873.91,2022-12-09,2028-12-27,Active
P01252,C01252,Car Insurance,250000,120,6332.82,2023-06-22,2028-06-16,Active
P01253,C01253,Home Loan,100000,60,7503.28,2023-10-13,2026-08-21,Defaulted
P01255,C01255,Home Loan,500000,60,8351.74,2021-12-23,2026-02-27,Active
P01257,C01257,Health Insurance,50000,24,9948.95,2024-01-02,2027-02-26,Defaulted
P01258,C01258,Car Insurance,50000,12,4694.09,2023-08-15,2025-11-26,Active
P01259,C01259,Health Insurance,50000,120,7958.89,2021-12-13,2028-06-04,Closed
P01260,C01260,Car Insurance,250000,24,6514.27,2023-07-25,2029-03-07,Defaulted
P01261,C01261,Personal Loan,100000,12,5268.91,2023-02-26,2030-05-31,Closed
P01265,C01265,Health Insurance,250000,12,1846.8,2023-04-23,2027-09-21,Active
P01271,C01271,Home Loan,500000,120,6427.36,2021-03-29,2030-02-28,Defaulted
P01279,C01279,Home Loan,50000,60,2673.68,2023-03-07,2030-06-17,Active
P01282,C01282,Home Loan,50000,12,4880.04,2021-08-24,2029-12-22,Active
P01283,C01283,Health Insurance,100000,24,2982.43,2022-01-06,2028-09-23,Closed
P01284,C01284,Health Insurance,500000,60,3357.69,2024-04-06,2030-04-28,Defaulted
P01288,C01288,Personal Loan,250000,60,5739.2,2024-07-15,2030-02-08,Active
P01289,C01289,Car Insurance,250000,12,5477.85,2022-09-11,2026-02-13,Defaulted
P01290,C01290,Health Insurance,500000,60,9140.23,2024-05-11,2028-11-12,Defaulted
P01296,C01296,Personal Loan,250000,12,9633.72,2024-05-26,2029-06-28,Active
P01297,C01297,Home Loan,50000,24,3245.24,2020-07-31,2028-01-03,Active
P01299,C01299,Car Insurance,500000,24,1990.55,2021-09-10,2026-06-07,Closed
P01301,C01301,Personal Loan,500000,120,1785.57,2024-06-19,2027-02-01,Closed
P01302,C01302,Car Insurance,250000,60,6777.76,2022-10-23,2029-02-12,Active
P01303,C01303,Car Insurance,50000,12,9718.51,2023-06-20,2029-10-10,Closed
P01312,C01312,Car Insurance,250000,120,8804.66,2024-05-08,2028-12-16,Active
P01313,C01313,Car Insurance,500000,12,9612.51,2020-11-26,2028-09-19,Active
P01322,C01322,Health Insurance,250000,120,3159.58,2024-05-11,2030-03-30,Defaulted
P01324,C01324,Home Loan,250000,120,7873.57,2021-07-28,2028-02-15,Defaulted
P01332,C01332,Personal Loan,50000,120,5394.43,2023-07-03,2030-04-25,Defaulted
P01333,C01333,Health Insurance,100000,12,1196.44,2020-11-02,2026-10-01,Closed
P01334,C01334,Health Insurance,50000,12,6514.51,2022-03-23,2030-03-23,Active
P01336,C01336,Car Insurance,100000,60,2977.87,2021-12-19,2027-09-17,Closed
P01341,C01341,Health Insurance,500000,24,6984.3,2023-02-04,2027-01-23,Closed
P01342,C01342,Home Loan,500000,120,7282.38,2023-03-01,2029-09-06,Defaulted
P01344,C01344,Personal Loan,250000,120,3415.87,2023-09-15,2027-02-12,Defaulted
P01346,C01346,Car Insurance,250000,12,9013.75,2023-06-21,2029-12-21,Active
P01350,C01350,Health Insurance,100000,24,8717.78,2023-01-18,2027-02-10,Active
P01351,C01351,Personal Loan,500000,120,2317.21,2022-08-09,2029-09-15,Defaulted
P01355,C01355,Car Insurance,500000,60,4723.03,2023-03-06,2026-09-06,Defaulted
P01356,C01356,Home Loan,50000,60,3842.46,2022-01-19,2025-10-06,Closed
P01357,C01357,Home Loan,100000,24,7003.27,2020-10-18,2027-03-19,Active
P01358,C01358,Health Insurance,100000,120,1407.33,2020-12-08,2027-06-12,Defaulted
P01359,C01359,Personal Loan,500000,12,4078.64,2022-02-14,2026-10-28,Active
P01360,C01360,Car Insurance,50000,120,9301.01,2022-09-15,2028-08-30,Closed
P01362,C01362,Car Insurance,50000,120,2776.88,2021-05-09,2027-03-13,Defaulted
P01363,C01363,Health Insurance,250000,12,3617.9,2023-09-02,2030-05-12,Defaulted
P01364,C01364,Health Insurance,500000,12,2386.62,2021-08-14,2029-10-24,Closed
P01365,C01365,Car Insurance,100000,24,8672.86,2021-11-20,2029-06-10,Defaulted
P01366,C01366,Home Loan,500000,60,9080.67,2022-12-30,2026-12-10,Closed
P01368,C01368,Personal Loan,250000,24,3009.41,2020-09-12,2029-02-21,Closed
P01369,C01369,Home Loan,100000,24,3520.26,2020-12-02,2027-03-08,Closed
P01370,C01370,Car Insurance,250000,12,6201.78,2023-11-28,2028-06-01,Closed
P01378,C01378,Home Loan,250000,24,2763.48,2020-10-16,2028-07-20,Closed
P01379,C01379,Health Insurance,100000,24,7691.77,2022-07-16,2026-10-29,Active
P01383,C01383,Health Insurance,500000,24,3812.9,2021-11-08,2027-03-06,Closed
P01388,C01388,Personal Loan,250000,60,1066.15,2024-05-18,2027-09-30,Active
P01391,C01391,Personal Loan,100000,120,6886.79,2021-05-01,2026-07-19,Closed
P01397,C01397,Health Insurance,250000,120,3886.86,2021-09-15,2026-11-16,Active
P01400,C01400,Health Insurance,500000,60,4748.67,2022-07-25,2029-11-08,Defaulted
P01402,C01402,Personal Loan,100000,24,2507.05,2021-11-02,2029-04-15,Closed
P01403,C01403,Car Insurance,100000,12,8546.78,2021-02-22,2028-10-27,Defaulted
P01406,C01406,Home Loan,100000,24,9319.02,2024-05-22,2025-10-23,Active
P01408,C01408,Health Insurance,500000,120,6698.5,2024-01-19,2030-01-23,Active
P01412,C01412,Home Loan,500000,60,7684.32,2023-04-21,2026-09-28,Closed
P01413,C01413,Health Insurance,500000,60,7168.69,2022-07-26,2030-03-21,Closed
P01417,C01417,Car Insurance,50000,60,8922.93,2021-12-14,2029-07-01,Closed
P01419,C01419,Health Insurance,50000,60,4866.99,2023-10-27,2029-04-02,Closed
P01423,C01423,Home Loan,50000,24,8090.24,2021-09-14,2028-09-20,Active
P01427,C01427,Home Loan,250000,24,3487.13,2023-07-30,2028-10-24,Active
P01431,C01431,Health Insurance,250000,12,1794.43,2022-03-18,2027-01-07,Closed
P01433,C01433,Car Insurance,100000,60,7058.01,2022-07-31,2029-04-22,Closed
P01435,C01435,Personal Loan,50000,120,8426.38,2024-04-27,2028-09-03,Closed
P01437,C01437,Car Insurance,50000,24,3309.43,2022-01-30,2027-09-01,Defaulted
P01438,C01438,Health Insurance,500000,24,7669.17,2024-05-19,2025-09-10,Active
P01441,C01441,Car Insurance,50000,60,5014.06,2023-04-19,2029-07-22,Active
P01443,C01443,Home Loan,500000,60,4285.76,2021-11-22,2028-07-05,Closed
P01447,C01447,Car Insurance,500000,60,4465.39,2023-08-01,2028-02-02,Defaulted
P01457,C01457,Car Insurance,100000,60,2202.4,2020-12-09,2028-05-23,Defaulted
P01461,C01461,Personal Loan,500000,24,6833.23,2022-12-09,2028-11-14,Closed
P01464,C01464,Personal Loan,50000,60,8180.07,2021-05-08,2026-04-03,Defaulted
