TransactionID,AccountID,Date,Type,Amount,Description,Channel
T000387,A00241,2024-07-26,Debit,15095.66,Bill Payment,Mobile App
T000388,A09193,2025-02-24,Debit,14718.55,Online Transfer,Branch
T000389,A02764,2024-11-16,Debit,39705.27,Salary Credit,Online
T000390,A04172,2025-03-22,Debit,21179.03,Bill Payment,ATM
T000391,A01734,2025-06-08,Debit,17673.4,ATM Withdrawal,Mobile App
T000392,A07731,2024-12-06,Debit,39918.47,Salary Credit,ATM
T000393,A03124,2025-02-13,Credit,8926.14,Salary Credit,Online
T000394,A05347,2025-04-01,Credit,42253.38,Online Transfer,ATM
T000395,A02696,2025-04-03,Credit,31991.09,ATM Withdrawal,Online
T000396,A08859,2024-07-28,Debit,6874.53,Salary Credit,ATM
T000397,A01109,2024-12-31,Debit,33763.21,ATM Withdrawal,Mobile App
T000398,A06734,2024-12-12,Debit,23971.64,Bill Payment,Online
T000399,A03851,2024-11-23,Credit,45668.58,Bill Payment,Branch
T000400,A01819,2025-06-05,Debit,4378.3,Salary Credit,Online
T000401,A00038,2025-07-03,Credit,2646.53,ATM Withdrawal,Online
T000402,A01044,2024-07-24,Credit,13563.69,Salary Credit,Mobile App
T000403,A06242,2025-07-14,Credit,26344.15,ATM Withdrawal,Branch
T000404,A09353,2024-07-30,Credit,29030.94,Online Transfer,Online
T000405,A04989,2025-07-19,Credit,23893.43,ATM Withdrawal,Branch
T000406,A00779,2025-05-19,Credit,43649.09,Bill Payment,ATM
T000407,A07489,2024-09-23,Credit,10229.72,Salary Credit,Mobile App
T000408,A02456,2025-05-16,Debit,16688.03,Online Transfer,Branch
T000409,A03355,2024-08-16,Credit,44206.04,Bill Payment,Online
T000410,A02366,2024-10-28,Debit,13113.63,ATM Withdrawal,Branch
T000411,A03231,2025-07-01,Debit,18439.19,ATM Withdrawal,Online
T000412,A04094,2025-03-08,Debit,1954.47,Salary Credit,ATM
T000413,A02876,2024-12-11,Debit,11030.42,ATM Withdrawal,Mobile App
T000414,A07401,2025-05-26,Debit,38757.41,ATM Withdrawal,Branch
T000415,A04299,2024-11-24,Credit,27205.72,ATM Withdrawal,ATM
T000416,A05754,2024-11-16,Credit,23877.04,Online Transfer,ATM
T000417,A09615,2025-04-05,Credit,12673.26,Bill Payment,Branch
T000418,A02118,2025-07-11,Credit,45819.54,Bill Payment,Online
T000419,A00276,2025-01-03,Debit,22535.42,Online Transfer,Online
T000420,A08815,2025-04-09,Debit,27348.79,Salary Credit,ATM
T000421,A07711,2024-07-24,Debit,19112.45,Bill Payment,ATM
T000422,A03827,2024-12-15,Credit,41278.18,Bill Payment,Branch
T000423,A03877,2024-07-31,Credit,43244.43,ATM Withdrawal,ATM
T000424,A03484,2025-04-23,Debit,48962.38,Online Transfer,Mobile App
T000425,A01387,2024-11-11,Debit,29675.55,ATM Withdrawal,Mobile App
T000426,A05777,2025-05-26,Credit,31219.45,Bill Payment,Mobile App
T000427,A01359,2025-04-16,Debit,35229.9,ATM Withdrawal,Online
T000428,A08689,2025-01-26,Debit,763.19,Online Transfer,Mobile App
T000429,A03577,2024-09-30,Debit,10205.98,Salary Credit,Online
T000430,A05793,2025-03-20,Debit,45763.85,Bill Payment,ATM
T000431,A03983,2025-06-17,Credit,39263.67,Salary Credit,ATM
T000432,A09879,2024-12-25,Debit,31644.69,ATM Withdrawal,Online
T000433,A06259,2025-06-13,Debit,5201.08,Online Transfer,Online
T000434,A04854,2025-01-23,Credit,27090.39,Bill Payment,Online
T000435,A09408,2024-11-06,Credit,36294.82,Bill Payment,Branch
T000436,A02441,2025-02-01,Debit,461.21,Online Transfer,Mobile App
T000437,A08151,2025-01-18,Debit,20522.9,Salary Credit,Branch
T000438,A00123,2025-03-13,Credit,12372.73,Bill Payment,Mobile App
T000439,A05165,2024-11-25,Credit,39118.76,Salary Credit,Branch
T000440,A03059,2024-10-25,Debit,31777.17,Online Transfer,ATM
T000441,A05552,2024-12-03,Debit,12442.63,Salary Credit,Online
T000442,A00890,2024-12-12,Debit,6161.72,Bill Payment,ATM
T000443,A01981,2025-03-18,Debit,35581.5,Online Transfer,Online
T000444,A03136,2025-03-12,Credit,3958.23,Salary Credit,Online
T000445,A07722,2024-09-17,Credit,12425.97,Bill Payment,Branch
T000446,A02567,2025-02-21,Debit,39621.76,Online Transfer,ATM
T000447,A09917,2024-12-08,Debit,40148.77,ATM Withdrawal,Mobile App
T000448,A05795,2025-02-12,Credit,26073.44,Online Transfer,Online
T000449,A06531,2024-11-14,Credit,9246.14,Salary Credit,ATM
T000450,A04046,2025-05-29,Debit,44831.58,Online Transfer,Mobile App
T000451,A06252,2025-02-25,Credit,30309.25,ATM Withdrawal,Online
T000452,A04700,2024-10-12,Debit,39796.7,ATM Withdrawal,Branch
T000453,A07558,2025-06-17,Credit,45349.32,Salary Credit,Mobile App
T000454,A07726,2025-04-21,Credit,17677.43,Online Transfer,Mobile App
T000455,A03629,2025-06-29,Credit,41311.53,Online Transfer,Branch
T000456,A03831,2025-02-01,Credit,35585.55,Salary Credit,Branch
T000457,A09180,2025-02-22,Credit,920.02,Salary Credit,Branch
T000458,A08402,2025-01-22,Credit,43350.34,Salary Credit,Online
T000459,A09245,2025-05-02,Debit,23613.31,ATM Withdrawal,Branch
T000460,A07436,2024-08-27,Debit,37245.17,Online Transfer,Mobile App
T000461,A09149,2024-11-06,Credit,40098.43,Bill Payment,Mobile App
T000462,A02680,2025-05-16,Debit,43736.35,ATM Withdrawal,Mobile App
T000463,A06674,2025-03-03,Debit,30685.11,Bill Payment,Online
T000464,A03579,2025-01-31,Credit,8091.01,Bill Payment,ATM
T000465,A09575,2024-11-11,Debit,26194.04,Salary Credit,Branch
T000466,A05860,2025-02-11,Debit,43372.81,Salary Credit,ATM
T000467,A01665,2025-05-08,Debit,25362.31,Bill Payment,Mobile App
T000468,A08632,2025-03-05,Credit,2338.1,ATM Withdrawal,Branch
T000469,A05774,2025-05-26,Debit,42531.15,Online Transfer,ATM
T000470,A09251,2025-01-08,Credit,28504.11,Bill Payment,Online
T000471,A00500,2025-05-02,Credit,29994.07,Salary Credit,Mobile App
T000472,A08953,2024-11-02,Debit,30742.8,ATM Withdrawal,Branch
T000473,A02638,2025-01-28,Credit,36433.96,Salary Credit,Online
T000474,A01693,2024-08-26,Debit,44980.28,Online Transfer,ATM
T000475,A00521,2024-09-02,Credit,42023.45,ATM Withdrawal,ATM
T000476,A09592,2024-10-31,Debit,22452.34,Bill Payment,Branch
T000477,A00750,2025-01-16,Debit,5751.47,Bill Payment,Branch
T000478,A07041,2024-09-07,Credit,45276.98,Salary Credit,Online
T000479,A09239,2025-07-17,Credit,4272.33,Bill Payment,Branch
T000480,A09765,2025-04-18,Credit,10405.45,ATM Withdrawal,ATM
T000481,A03558,2025-06-12,Debit,39789.42,ATM Withdrawal,Online
T000482,A08317,2025-06-01,Debit,37284.28,Salary Credit,Online
T000483,A07561,2025-05-01,Credit,32645.28,Bill Payment,Online
T000484,A07858,2025-07-22,Debit,11097.79,Online Transfer,ATM
T000485,A03216,2025-03-19,Debit,14670.42,Salary Credit,Online
T000486,A08067,2024-11-21,Debit,42299.43,Salary Credit,Branch
T000487,A04625,2025-01-28,Credit,24663.98,Bill Payment,Branch
T000488,A05056,2025-02-20,Debit,43739.03,Salary Credit,Mobile App
T000489,A01064,2025-05-10,Credit,13284.39,Salary Credit,Branch
T000490,A00190,2025-04-22,Credit,19753.11,ATM Withdrawal,ATM
T000491,A02745,2025-02-03,Credit,18580.92,Salary Credit,Mobile App
T000492,A06921,2025-01-12,Debit,42994.64,ATM Withdrawal,Online
T000493,A02432,2024-10-12,Debit,24584.93,Salary Credit,Mobile App
T000494,A04697,2025-01-28,Debit,6994.06,Bill Payment,Mobile App
T000495,A08678,2024-10-25,Credit,14428.04,Salary Credit,Online
T000496,A04850,2025-04-03,Credit,42152.31,Salary Credit,Online
T000497,A08690,2024-11-01,Credit,23080.69,Online Transfer,Branch
T000498,A05267,2025-07-01,Credit,12288.36,Online Transfer,Branch
T000499,A06679,2024-11-18,Credit,20063.19,ATM Withdrawal,Online
T000500,A05810,2024-08-29,Credit,34595.57,Salary Credit,Branch
T000501,A00624,2024-10-16,Debit,7223.66,Salary Credit,Mobile App
T000502,A09033,2024-12-03,Debit,30603.14,Online Transfer,Online
T000503,A01013,2025-03-05,Credit,16250.66,Bill Payment,Online
T000504,A06457,2025-07-24,Credit,20053.67,Salary Credit,Online
T000505,A02112,2025-03-18,Credit,24887.12,Bill Payment,Mobile App
T000506,A05287,2024-11-09,Debit,20298.49,Online Transfer,Mobile App
T000507,A00106,2025-05-04,Credit,26011.88,Online Transfer,ATM
T000508,A02482,2025-02-14,Debit,5220.4,Salary Credit,Mobile App
T000509,A09827,2025-01-29,Debit,14053.29,ATM Withdrawal,Mobile App
T000510,A03871,2025-06-29,Credit,18286.67,Bill Payment,Branch
T000511,A00147,2025-07-12,Credit,38571.86,Salary Credit,Branch
T000512,A09367,2024-09-20,Credit,9164.69,ATM Withdrawal,ATM
T000513,A02423,2025-03-22,Debit,41987.87,Salary Credit,Mobile App
T000514,A05292,2025-06-21,Credit,37993.15,Bill Payment,ATM
T000515,A08762,2025-05-06,Debit,40630.97,Bill Payment,ATM
T000516,A09675,2025-01-21,Debit,42510.29,Bill Payment,ATM
T000517,A04282,2025-04-19,Credit,45064.0,Bill Payment,Branch
T000518,A05175,2025-02-17,Credit,15150.17,ATM Withdrawal,Online
T000519,A03222,2025-03-22,Credit,49067.21,Online Transfer,Online
T000520,A01783,2024-09-13,Debit,48101.23,ATM Withdrawal,Mobile App
T000521,A05723,2025-04-24,Credit,12174.63,Online Transfer,Branch
T000522,A06630,2025-07-23,Credit,45422.27,ATM Withdrawal,Branch
T000523,A02055,2025-07-12,Credit,16535.09,ATM Withdrawal,Mobile App
T000524,A08206,2025-03-07,Debit,8938.08,Salary Credit,Mobile App
T000525,A09486,2024-10-18,Debit,45257.27,Salary Credit,Branch
T000526,A06140,2025-04-10,Debit,46911.24,ATM Withdrawal,Online
T000527,A04085,2025-02-22,Debit,5613.43,ATM Withdrawal,ATM
T000528,A05917,2024-11-01,Debit,23868.12,Bill Payment,Online
T000529,A00143,2025-06-06,Debit,16876.67,Bill Payment,ATM
T000530,A03428,2025-03-02,Credit,32956.85,Bill Payment,ATM
T000531,A09273,2025-01-16,Credit,19886.7,Online Transfer,Mobile App
T000532,A06320,2024-08-14,Credit,9080.23,Online Transfer,ATM
T000533,A08157,2025-05-03,Credit,8642.06,ATM Withdrawal,Online
T000534,A04639,2024-12-28,Debit,15170.73,Salary Credit,Online
T000535,A05506,2024-08-23,Credit,33873.99,ATM Withdrawal,Branch
T000536,A08414,2024-12-09,Debit,39796.36,Bill Payment,Mobile App
T000537,A04036,2024-10-06,Debit,11336.82,Bill Payment,Branch
T000538,A06226,2024-08-02,Debit,13286.59,ATM Withdrawal,ATM
T000539,A03179,2024-08-18,Credit,30572.66,Bill Payment,Online
T000540,A07138,2025-02-21,Credit,49747.32,Bill Payment,Branch
T000541,A06043,2025-02-25,Debit,34130.45,Salary Credit,Online
T000542,A01110,2025-06-03,Debit,11209.16,ATM Withdrawal,ATM
T000543,A06858,2025-01-01,Debit,14164.86,Online Transfer,Branch
T000544,A06844,2024-09-17,Credit,2310.27,Bill Payment,Mobile App
T000545,A03092,2025-06-01,Credit,45516.04,Salary Credit,Mobile App
T000546,A06644,2025-03-24,Debit,8028.23,Salary Credit,Online
T000547,A08293,2024-08-13,Debit,44911.03,Online Transfer,ATM
T000548,A06761,2024-08-29,Credit,39421.09,Salary Credit,Online
T000549,A09469,2025-06-16,Credit,31514.71,ATM Withdrawal,ATM
T000550,A09380,2025-04-14,Debit,12537.91,Bill Payment,ATM
T000551,A06132,2025-04-26,Debit,39101.8,Online Transfer,Branch
T000552,A03895,2024-12-28,Debit,46000.44,Online Transfer,Online
T000553,A09210,2024-12-06,Credit,18698.82,Online Transfer,Branch
T000554,A07234,2024-09-12,Credit,46154.69,Online Transfer,Branch
T000555,A01896,2025-02-20,Credit,48346.0,Online Transfer,Branch
T000556,A03955,2025-03-04,Credit,22254.8,Bill Payment,Online
T000557,A08247,2025-06-29,Debit,23163.77,ATM Withdrawal,Online
T000558,A07858,2025-07-12,Debit,38859.49,Online Transfer,Online
T000559,A02505,2025-04-09,Credit,8782.0,Bill Payment,Mobile App
T000560,A08839,2025-03-03,Debit,37670.58,Bill Payment,Mobile App
T000561,A09507,2024-10-13,Credit,8411.61,ATM Withdrawal,ATM
T000562,A07979,2024-11-04,Debit,45931.24,Salary Credit,Branch
T000563,A01555,2025-06-16,Debit,12395.51,Salary Credit,ATM
T000564,A07247,2024-09-01,Debit,21602.28,Bill Payment,Online
T000565,A09987,2025-07-05,Credit,45876.94,Online Transfer,ATM
T000566,A01336,2024-10-21,Debit,18270.19,Online Transfer,Mobile App
T000567,A01265,2024-07-29,Credit,16303.72,Bill Payment,Mobile App
T000568,A02516,2025-02-18,Credit,1400.76,Online Transfer,Online
T000569,A08455,2024-12-01,Debit,23270.53,Salary Credit,Branch
T000570,A00767,2024-12-04,Debit,4013.45,Online Transfer,Branch
T000571,A02284,2025-07-07,Credit,34008.83,Online Transfer,Branch
T000572,A02928,2025-05-25,Credit,47899.74,ATM Withdrawal,Branch
T000573,A01853,2025-05-07,Credit,46097.38,ATM Withdrawal,ATM
T000574,A04270,2025-01-19,Debit,39579.83,Online Transfer,Branch
T000575,A09821,2025-02-17,Credit,46657.29,ATM Withdrawal,Branch
T000576,A08448,2025-06-11,Debit,1893.59,Salary Credit,ATM
T000577,A03305,2024-12-31,Debit,14208.09,Bill Payment,Mobile App
T000578,A02749,2025-01-27,Credit,33459.8,Salary Credit,Mobile App
T000579,A09368,2024-11-26,Credit,5131.31,ATM Withdrawal,Branch
T000580,A03163,2024-12-22,Debit,30045.46,ATM Withdrawal,Branch
T000581,A08385,2025-04-11,Debit,28578.23,Salary Credit,Branch
T000582,A08780,2024-11-30,Credit,7181.2,ATM Withdrawal,Branch
T000583,A03318,2025-02-16,Credit,30506.35,ATM Withdrawal,Online
T000584,A07747,2024-10-10,Debit,43307.43,Salary Credit,Branch
T000585,A02248,2025-06-17,Credit,45960.14,Bill Payment,Online
T000586,A06402,2025-05-13,Credit,31882.41,ATM Withdrawal,Online
T000587,A04602,2024-12-21,Credit,29763.74,ATM Withdrawal,Online
T000588,A07982,2024-08-17,Credit,11348.27,Online Transfer,ATM
T000589,A00700,2024-09-25,Credit,33467.15,ATM Withdrawal,ATM
T000590,A03181,2025-06-11,Debit,18239.66,Bill Payment,Branch
T000591,A02803,2025-02-15,Debit,48965.96,ATM Withdrawal,Mobile App
T000592,A02394,2025-05-13,Debit,12411.42,Salary Credit,ATM
T000593,A06275,2025-07-19,Debit,49606.33,ATM Withdrawal,Online
T000594,A01287,2024-11-04,Credit,48524.67,Online Transfer,Online
T000595,A02854,2024-12-09,Debit,36926.57,Salary Credit,Branch
T000596,A06057,2025-06-04,Credit,5601.25,Salary Credit,Mobile App
T000597,A08488,2024-12-16,Credit,27897.89,Salary Credit,Branch
T000598,A00035,2025-02-03,Debit,10972.22,Bill Payment,Mobile App
T000599,A06362,2025-04-17,Debit,3339.88,Online Transfer,Online
T000600,A09442,2024-10-22,Credit,25852.29,Online Transfer,ATM
T000601,A03048,2024-10-13,Credit,559.46,Salary Credit,Online
T000602,A02458,2025-01-21,Credit,979.83,Online Transfer,Branch
T000603,A01405,2024-10-29,Debit,30066.66,Salary Credit,Online
T000604,A02539,2025-03-03,Credit,5904.57,ATM Withdrawal,Online
T000605,A02262,2024-10-13,Credit,24139.7,ATM Withdrawal,Mobile App
T000606,A08317,2024-08-28,Credit,13497.56,Bill Payment,Online
T000607,A06736,2024-12-02,Debit,20579.75,Salary Credit,Mobile App
T000608,A06417,2025-02-09,Credit,34231.88,Online Transfer,Online
T000609,A08833,2024-12-13,Credit,22031.2,ATM Withdrawal,Online
T000610,A03058,2025-04-23,Debit,42681.23,Bill Payment,Branch
T000611,A02410,2024-09-06,Debit,27260.11,Online Transfer,Online
T000612,A04312,2024-11-19,Debit,28410.5,Salary Credit,Mobile App
T000613,A08210,2025-04-22,Debit,41879.03,Salary Credit,Online
T000614,A08978,2025-02-05,Debit,28209.73,ATM Withdrawal,ATM
T000615,A02248,2025-02-03,Debit,29147.97,Bill Payment,Mobile App
T000616,A05255,2025-07-15,Debit,11892.16,Online Transfer,Online
T000617,A05480,2025-02-16,Debit,36807.18,Online Transfer,Mobile App
T000618,A01383,2024-12-10,Debit,6620.65,Online Transfer,Mobile App
T000619,A01679,2024-11-08,Credit,20789.37,ATM Withdrawal,Branch
T000620,A05238,2024-08-06,Debit,32082.89,ATM Withdrawal,Online
T000621,A03164,2025-04-04,Debit,12222.57,Salary Credit,Mobile App
T000622,A09224,2025-07-13,Debit,3997.26,Online Transfer,Online
T000623,A07729,2025-07-18,Debit,3502.01,Salary Credit,Branch
T000624,A03414,2024-11-09,Debit,40547.58,ATM Withdrawal,Branch
T000625,A08250,2024-10-15,Credit,6457.8,Bill Payment,ATM
T000626,A06097,2024-09-01,Debit,49944.79,Bill Payment,Mobile App
T000627,A01765,2024-09-08,Credit,37437.56,Salary Credit,Online
T000628,A07977,2024-10-20,Credit,7058.56,Salary Credit,Mobile App
T000629,A01041,2024-11-21,Debit,6623.57,Bill Payment,Online
T000630,A03868,2024-08-05,Debit,39705.01,ATM Withdrawal,Branch
T000631,A03649,2024-08-14,Credit,24850.04,ATM Withdrawal,Online
T000632,A05020,2024-10-17,Debit,18969.46,Online Transfer,ATM
T000633,A03017,2024-08-31,Debit,36836.91,Bill Payment,Online
T000634,A07697,2025-04-04,Credit,43464.19,ATM Withdrawal,Online
T000635,A03867,2025-02-17,Credit,34739.63,ATM Withdrawal,Branch
T000636,A03989,2025-02-08,Credit,35687.06,Online Transfer,Online
T000637,A09575,2025-03-23,Credit,45402.98,Salary Credit,Branch
T000638,A06986,2025-05-31,Credit,22107.93,Salary Credit,ATM
T000639,A05341,2024-09-08,Credit,23589.29,Bill Payment,ATM
T000640,A08712,2024-08-15,Credit,45798.43,ATM Withdrawal,Mobile App
T000641,A04471,2024-11-24,Credit,32838.99,Salary Credit,Branch
T000642,A08780,2024-11-15,Debit,37030.34,Bill Payment,ATM
T000643,A01338,2025-01-28,Credit,21524.49,ATM Withdrawal,Mobile App
T000644,A01737,2025-05-28,Credit,11400.77,Salary Credit,Branch
T000645,A00657,2024-11-01,Debit,17800.03,ATM Withdrawal,Mobile App
T000646,A00864,2025-01-26,Debit,48191.56,Bill Payment,Online
T000647,A05178,2025-02-24,Credit,39805.84,Online Transfer,Online
T000648,A02393,2025-05-12,Debit,22819.0,ATM Withdrawal,Online
T000649,A03243,2025-06-10,Debit,29546.22,Online Transfer,Online
T000650,A08973,2024-12-19,Debit,29465.97,ATM Withdrawal,Mobile App
T000651,A07653,2025-04-23,Credit,28521.94,Salary Credit,Mobile App
T000652,A05877,2025-05-15,Debit,6358.56,Online Transfer,Mobile App
T000653,A02298,2025-03-17,Credit,3602.26,Online Transfer,ATM
T000654,A04262,2025-03-25,Debit,42567.87,ATM Withdrawal,Branch
T000655,A02743,2024-08-27,Debit,11630.36,ATM Withdrawal,Branch
T000656,A02172,2025-01-20,Credit,49358.39,Online Transfer,Branch
T000657,A08223,2024-08-20,Credit,11820.64,Salary Credit,Mobile App
T000658,A01597,2024-11-11,Credit,42096.74,ATM Withdrawal,Mobile App
T000659,A05101,2025-05-12,Credit,9411.38,ATM Withdrawal,ATM
T000660,A03171,2024-12-15,Credit,27329.85,Online Transfer,Online
T000661,A00647,2025-03-17,Debit,2367.87,Bill Payment,Branch
T000662,A02854,2024-11-01,Credit,11416.06,Salary Credit,ATM
T000663,A08399,2025-06-06,Credit,28850.97,ATM Withdrawal,ATM
T000664,A09435,2025-03-21,Credit,39268.46,Bill Payment,Mobile App
T000665,A05319,2025-01-06,Debit,26191.81,Bill Payment,Branch
T000666,A09455,2024-10-09,Credit,26078.74,ATM Withdrawal,Mobile App
T000667,A02875,2025-07-07,Debit,5782.15,Salary Credit,ATM
T000668,A01468,2025-03-08,Credit,35714.88,Online Transfer,Branch
T000669,A01666,2024-11-15,Credit,37711.77,Salary Credit,Branch
T000670,A08356,2024-12-22,Debit,27373.06,Online Transfer,Branch
T000671,A02628,2025-05-07,Credit,13481.36,Bill Payment,Branch
T000672,A07543,2024-07-31,Debit,7735.61,Bill Payment,Online
T000673,A08763,2024-09-29,Debit,6190.68,ATM Withdrawal,Mobile App
T000674,A06136,2025-07-13,Credit,30920.99,ATM Withdrawal,Mobile App
T000675,A07696,2025-02-14,Debit,37393.48,ATM Withdrawal,ATM
T000676,A08567,2024-12-09,Credit,45663.53,Bill Payment,Branch
T000677,A03264,2024-09-17,Credit,37419.66,ATM Withdrawal,ATM
T000678,A04965,2025-07-18,Debit,47168.03,Bill Payment,Branch
T000679,A05515,2025-01-05,Debit,1764.72,Bill Payment,Online
T000680,A04937,2024-10-06,Debit,20844.82,Online Transfer,Online
T000681,A07046,2025-04-14,Credit,11694.81,Online Transfer,Branch
T000682,A04379,2025-04-07,Credit,46526.78,Salary Credit,Branch
T000683,A03217,2025-04-11,Credit,38592.16,Salary Credit,Branch
T000684,A09122,2025-07-13,Credit,34495.33,Salary Credit,Mobile App
T000685,A05932,2025-02-20,Debit,8170.92,Salary Credit,Online
T000686,A04494,2024-11-02,Credit,2371.05,ATM Withdrawal,Mobile App
T000687,A08199,2025-04-25,Credit,40148.27,ATM Withdrawal,Branch
T000688,A09838,2025-01-18,Credit,9075.31,ATM Withdrawal,ATM
T000689,A07714,2025-02-16,Credit,20359.21,Bill Payment,Branch
T000690,A03061,2025-02-02,Debit,41683.64,Salary Credit,ATM
T000691,A00029,2024-11-23,Debit,34263.44,Bill Payment,ATM
T000692,A02572,2024-08-28,Credit,18716.46,Salary Credit,Online
T000693,A01453,2025-03-27,Debit,3911.59,Bill Payment,Online
T000694,A04641,2025-04-25,Debit,20247.5,Bill Payment,Online
T000695,A08183,2025-05-16,Debit,41698.27,Salary Credit,Branch
T000696,A04034,2024-07-27,Debit,123.49,ATM Withdrawal,Online
T000697,A06963,2025-03-14,Credit,31461.98,ATM Withdrawal,ATM
T000698,A09000,2024-08-25,Debit,26094.24,ATM Withdrawal,Mobile App
T000699,A07513,2025-05-08,Credit,38011.81,ATM Withdrawal,Online
T000700,A06381,2024-08-07,Credit,41114.37,ATM Withdrawal,Mobile App
T000701,A00060,2024-09-28,Credit,21767.98,Online Transfer,Mobile App
T000702,A06736,2025-03-11,Debit,34038.3,Bill Payment,Online
T000703,A02240,2025-01-09,Credit,43294.42,Online Transfer,ATM
T000704,A09706,2024-12-18,Debit,17544.65,Bill Payment,Branch
T000705,A07020,2025-07-13,Debit,191.47,Salary Credit,Mobile App
T000706,A07193,2024-07-26,Credit,43702.48,Online Transfer,Online
T000707,A04956,2024-11-06,Debit,25144.1,Salary Credit,Online
T000708,A04806,2025-01-31,Credit,2759.93,ATM Withdrawal,Branch
T000709,A02030,2025-07-21,Credit,8717.3,Online Transfer,Mobile App
T000710,A06390,2025-06-20,Credit,15764.74,ATM Withdrawal,ATM
T000711,A08021,2025-01-17,Debit,42503.09,ATM Withdrawal,ATM
T000712,A03203,2025-06-23,Credit,7517.42,Bill Payment,Mobile App
T000713,A06105,2024-11-27,Credit,45444.61,Online Transfer,Mobile App
